transaction_id,terminal_id,amount_inr,customer_avg_spend_90d,card_age_days,transaction_hour,merchant_category,channel,card_type,city_tier,distance_from_home_km,device_trust_score,is_international,failed_pin_attempts_24h,txn_count_last_1h,merchant_risk_score,days_since_last_chargeback,batch_number,acquirer_code,pos_software_version,is_fraud
TXN61380757,T10345,2234.47,1913.79,102,9,entertainment,online,debit,tier_1,7.1,0.948,0,0,1,0.322,334,281,1116,4.2,0
TXN86715371,T12040,20074.44,21223.85,3107,22,electronics,in_store,debit,tier_1,2.4,,0,0,1,0.462,-1,66,1119,4.5,1
TXN00400172,T10533,728.0,1401.21,850,12,utilities,in_store,prepaid,tier_1,7.9,,0,0,2,0.218,169,71,1119,4.0,1
TXN58240123,T11103,227.0,1225.04,98,2,apparel,contactless,credit,tier_1,4.6,,0,0,1,0.403,44,202,1124,3.4,0
TXN93081782,T10297,33766.18,8261.78,267,9,money_transfer,online,credit,tier_2,2745.1,0.939,1,0,1,0.345,113,42,1118,4.2,1
TXN28241897,T11360,10058.0,,20,13,gift_cards,online,credit,tier_3,1986.7,0.875,1,0,2,0.776,-1,134,1110,4.0,1
TXN13553350,T11821,98.05,164.63,159,14,money_transfer,online,debit,tier_1,6.0,,0,0,1,0.284,-1,206,1105,3.1,0
TXN35896636,T11942,2539.0,6882.75,839,6,utilities,contactless,credit,tier_2,,,0,1,2,0.014,-1,466,1115,3.4,1
TXN29063761,T11995,2281.0,1926.01,4000,6,electronics,online,credit,tier_1,31.0,0.42,0,0,1,0.036,-1,41,1121,4.0,1
TXN98320770,T10595,3366.0,,106,17,apparel,in_store,credit,tier_3,7.9,,0,1,2,0.105,-1,405,1116,4.0,0
TXN80468392,T11202,2457.0,2597.22,395,5,fuel,online,debit,tier_2,28.3,,0,0,1,0.177,-1,490,1105,3.4,0
TXN89531176,T10461,2655.99,,44,8,fuel,in_store,debit,tier_2,1.9,,0,0,1,0.546,-1,396,1120,3.1,0
TXN61382568,T11042,2000.0,3633.33,839,19,entertainment,online,debit,tier_2,5.8,0.672,0,0,1,0.284,148,184,1119,4.5,1
TXN85634402,T10909,110.3,271.51,283,15,grocery,contactless,debit,tier_2,,,0,1,1,0.148,-1,385,1109,4.5,1
TXN30552381,T11575,1208.85,777.16,160,10,restaurants,online,debit,tier_2,25.5,,0,0,1,0.266,281,362,1124,3.1,1
TXN46390247,T11862,1446.0,1447.37,455,22,grocery,in_store,credit,tier_1,6.5,,0,0,2,0.299,2000,202,1123,3.4,1
TXN53246147,T10336,78629.95,,3987,17,grocery,in_store,debit,tier_1,6.3,,0,0,2,0.225,-1,461,1112,4.2,0
TXN75379969,T12292,1115.0,2203.23,165,6,jewellery,in_store,debit,tier_1,,,0,0,1,0.27,-1,158,1114,4.5,1
TXN36861124,T10374,2683.0,2446.33,365,17,home_improvement,in_store,credit,tier_3,4.6,,0,0,1,0.462,-1,312,1110,4.0,0
TXN32796899,T11625,27470.0,16774.0,557,0,utilities,online,debit,tier_1,,0.69,0,0,2,0.224,185,105,1115,4.5,1
TXN53458138,T11961,500.0,,70,14,fuel,in_store,debit,tier_2,1.1,,0,0,1,0.115,-1,117,1105,4.5,0
TXN43452210,T11520,2944.48,4030.44,391,1,money_transfer,contactless,debit,tier_2,5.8,,0,1,3,0.444,-1,195,1114,4.0,1
TXN41321927,T10531,1395.0,2030.54,376,9,grocery,online,debit,tier_2,41.1,0.646,0,0,1,0.347,-1,26,1122,4.5,0
TXN87577871,T11913,701.82,,215,7,crypto_exchange,online,debit,tier_1,,0.777,0,0,2,0.193,-1,158,1115,4.5,1
TXN83192168,T10108,3586.0,13773.58,1099,18,entertainment,online,debit,tier_2,142.3,,0,0,2,0.32,-1,125,1115,4.0,1
TXN50190513,T11576,31205.0,33739.29,434,18,apparel,online,debit,tier_2,62.9,0.642,0,0,1,0.466,-1,19,1103,4.0,0
TXN79718883,T10012,887.66,1023.58,387,17,apparel,contactless,debit,tier_3,12.3,,0,0,1,0.201,-1,93,1118,4.5,0
TXN36649533,T10496,3131.38,1802.21,651,8,entertainment,online,debit,tier_1,8.5,0.685,0,0,2,0.334,-1,171,1107,3.1,0
TXN72344874,T12090,17.0,185.19,1926,19,entertainment,online,credit,tier_2,8.5,0.172,0,0,1,0.789,-1,10,1106,4.5,0
TXN02888062,T11589,1496.0,,80,20,money_transfer,online,credit,tier_1,5.8,0.468,0,0,2,0.339,-1,315,1108,4.5,1
TXN97667141,T10519,500.0,76.18,142,17,entertainment,online,debit,tier_3,4.5,0.398,0,0,2,0.255,-1,21,1104,4.5,1
TXN14983795,T10973,12.0,46.18,99,23,apparel,contactless,debit,tier_1,2.3,,0,0,1,0.251,-1,366,1108,4.0,0
TXN42963736,T11052,3152.0,2791.25,801,22,restaurants,in_store,credit,tier_3,9.3,,0,0,2,0.233,437,444,1115,4.0,0
TXN96764093,T10275,9000.0,12407.47,161,13,restaurants,contactless,credit,tier_2,2.3,,0,0,1,0.416,-1,304,1111,3.1,0
TXN60956308,T11003,497.53,,88,20,fuel,in_store,debit,tier_1,4.1,,0,1,1,0.446,-1,479,1112,4.2,0
TXN78791743,T10908,8000.0,9397.17,797,23,restaurants,in_store,prepaid,tier_3,2.8,,0,0,2,0.52,25,482,1121,4.2,1
TXN97762065,T12208,7793.74,5685.47,158,16,gaming,online,debit,tier_1,,0.968,0,0,4,0.217,306,182,1117,4.2,0
TXN33356948,T10278,4159.0,5436.23,1287,23,grocery,online,credit,tier_2,14.4,0.369,0,0,2,0.177,-1,435,1105,3.4,1
TXN90766713,T10955,800.0,488.02,395,17,jewellery,contactless,credit,tier_1,1.0,,0,0,2,0.233,-1,449,1110,4.0,0
TXN10056364,T12227,1100.0,386.06,124,14,cash_withdrawal,atm,credit,tier_1,4.5,,0,0,4,0.211,32,378,1124,3.4,1
TXN00626332,T11587,3372.0,,324,16,restaurants,in_store,credit,tier_1,9.1,,0,0,1,0.055,-1,197,1118,3.4,0
TXN92607054,T10291,1532.58,2694.52,177,11,restaurants,online,debit,tier_2,,,0,0,1,0.21,109,262,1122,4.5,0
TXN88364298,T11236,9364.95,5255.7,99,19,electronics,online,credit,tier_1,126.0,,0,0,2,0.221,-1,119,1116,4.5,1
TXN73489971,T11631,8.0,21.23,798,16,gaming,online,debit,tier_1,7.0,,0,0,1,0.334,-1,468,1111,4.5,1
TXN00836583,T10410,362.41,621.22,205,21,home_improvement,online,debit,tier_1,167.4,,0,0,1,0.437,-1,369,1117,4.2,0
TXN98807146,T11079,83549.02,246.25,161,8,gaming,online,prepaid,tier_1,2607.3,0.929,1,0,1,0.184,-1,77,1101,3.4,1
TXN70936881,T11053,797.15,5646.38,132,10,travel,online,debit,tier_1,2.3,0.82,0,0,1,0.166,199,237,1117,4.0,1
TXN63850850,T11071,10600.0,,61,10,cash_withdrawal,atm,credit,tier_1,,,0,0,1,0.526,-1,497,1108,3.4,1
TXN11854921,T12004,1537.7,2459.19,675,16,money_transfer,contactless,credit,tier_2,3.1,,0,0,2,0.249,-1,9,1124,3.4,0
TXN41942491,T11867,2592.78,3277.72,204,21,money_transfer,online,credit,tier_3,17.3,0.68,0,0,3,0.779,-1,325,1101,4.0,1
TXN29013891,T10094,821.54,3309.07,754,12,apparel,online,credit,tier_2,225.9,0.846,0,0,1,0.269,34,416,1117,4.0,1
TXN13135972,T11753,261.0,306.96,222,12,restaurants,online,debit,tier_2,966.2,0.894,1,0,1,0.363,-1,239,1117,3.4,0
TXN09845194,T10470,3500.0,3017.36,237,7,apparel,in_store,credit,tier_1,0.8,,0,0,1,0.292,277,44,1107,3.1,0
TXN78765564,T11100,500.0,125.73,3314,15,money_transfer,online,debit,tier_2,9.7,0.958,0,0,1,0.242,-1,339,1121,4.2,1
TXN28245371,T10964,1086.91,709.46,336,20,fuel,online,debit,tier_2,,,0,0,1,0.744,-1,308,1110,4.5,1
TXN89629421,T10144,52882.0,25086.99,257,16,home_improvement,contactless,debit,tier_2,21.5,,0,1,2,0.371,-1,221,1123,4.0,1
TXN06109496,T11295,1551.0,,1493,12,utilities,contactless,credit,tier_1,2.0,,0,0,1,0.284,-1,251,1122,3.4,0
TXN94022774,T11881,736.0,2817.53,420,18,restaurants,in_store,credit,tier_1,,,0,0,5,0.049,-1,7,1112,4.2,1
TXN49532749,T10872,404.0,694.18,273,21,fuel,in_store,debit,tier_2,2.7,,0,0,1,0.103,-1,209,1122,3.1,0
TXN97599298,T10060,1200.0,1799.63,313,11,cash_withdrawal,atm,credit,tier_2,2.6,,0,0,1,0.24,-1,217,1102,3.1,0
TXN68868404,T10890,691.54,1168.17,296,21,travel,online,credit,tier_3,5.6,0.574,0,0,1,0.106,-1,415,1115,3.4,0
TXN59226940,T10141,87631.0,,46,19,restaurants,online,credit,tier_1,24.2,,0,0,1,0.094,-1,35,1114,3.1,1
TXN36086308,T10160,2000.0,1577.34,2013,22,electronics,online,credit,tier_2,0.3,,0,0,1,0.537,-1,313,1111,3.1,1
TXN81079910,T10275,675.0,428.86,383,8,gift_cards,online,credit,tier_1,952.3,0.804,1,0,3,0.169,-1,491,1122,4.5,1
TXN05117920,T10845,1322.87,,616,5,restaurants,in_store,debit,tier_1,11.7,,0,1,2,0.038,133,261,1119,4.0,1
TXN58316667,T11955,1235.15,,22,19,electronics,online,credit,tier_2,26.0,0.345,0,0,1,0.211,-1,435,1113,4.0,0
TXN31518753,T10970,2334.82,1739.32,644,10,gaming,online,debit,tier_1,1776.3,0.682,1,0,2,0.25,-1,463,1122,3.1,1
TXN33541452,T11145,133.46,322.75,3622,2,restaurants,in_store,credit,tier_2,3.9,,0,0,1,0.378,-1,420,1105,4.0,1
TXN54695618,T11386,237.0,192.97,783,0,grocery,in_store,credit,tier_1,2.3,,0,0,1,0.139,130,88,1109,4.0,0
TXN97505394,T10847,95900.0,108074.64,150,23,cash_withdrawal,atm,debit,tier_1,5.3,,0,0,1,0.434,-1,49,1116,3.4,0
TXN52617808,T11983,1940.0,594.94,358,19,pharmacy,contactless,debit,tier_1,0.3,,0,1,1,0.348,-1,487,1106,4.2,0
TXN34346646,T11600,54989.0,12725.94,263,20,money_transfer,online,credit,tier_3,3.1,,0,0,1,0.362,-1,375,1117,4.5,1
TXN29309117,T10150,3414.05,3648.99,188,10,grocery,in_store,debit,tier_3,0.5,,0,0,1,0.316,-1,155,1104,4.0,0
TXN33751733,T10823,1063.1,887.52,396,8,restaurants,in_store,credit,tier_1,7.9,,0,0,1,0.423,-1,121,1119,4.2,0
TXN92407738,T10237,39682.0,,1121,22,restaurants,contactless,credit,tier_2,2.7,,0,0,3,0.142,40,332,1112,4.5,1
TXN27142092,T12076,2090.0,,20,16,fuel,online,prepaid,tier_1,5.8,0.925,0,0,1,0.152,-1,144,1109,4.0,0
TXN74437687,T12399,2200.0,1602.04,384,13,cash_withdrawal,atm,debit,tier_3,32.0,,0,0,1,0.227,-1,24,1124,3.1,0
TXN52859982,T11080,1500.0,,71,13,electronics,online,credit,tier_1,4.9,0.713,0,0,1,0.332,-1,321,1103,4.5,1
TXN95825762,T11309,7171.87,11678.27,136,13,electronics,online,prepaid,tier_3,71.0,0.669,0,0,4,0.305,-1,52,1105,4.5,0
TXN86750751,T10905,10600.0,,35,12,cash_withdrawal,atm,credit,tier_2,3.6,,0,0,1,0.366,1705,420,1123,4.0,0
TXN23102248,T11550,217.0,478.0,253,17,jewellery,contactless,prepaid,tier_3,1.8,,0,0,1,0.018,-1,214,1122,4.2,1
TXN77303985,T11034,186.2,285.29,615,18,entertainment,contactless,debit,tier_2,2.4,,0,0,1,0.459,45,195,1124,3.1,0
TXN72384669,T11650,1700.0,2647.05,102,15,cash_withdrawal,atm,debit,tier_1,0.4,,0,1,1,0.149,-1,3,1120,3.1,1
TXN73964450,T11367,849.0,1178.03,163,19,money_transfer,in_store,prepaid,tier_2,1719.0,,1,0,2,0.175,-1,385,1124,3.1,1
TXN27441295,T11804,13996.0,12670.25,4000,8,fuel,contactless,debit,tier_2,1.5,,0,0,4,0.127,-1,22,1114,3.4,0
TXN64442954,T10118,1312.46,1328.04,1301,21,gaming,online,credit,tier_1,5.2,0.93,0,0,1,0.175,-1,106,1109,4.0,1
TXN58049734,T12379,4493.69,873.29,90,21,apparel,online,debit,tier_1,1.2,0.769,0,0,2,0.389,44,254,1101,3.4,1
TXN58440724,T11015,1590.5,750.46,891,16,grocery,in_store,credit,tier_3,0.9,,0,0,2,0.324,-1,137,1121,3.1,0
TXN19514211,T11378,200.0,600.78,312,5,cash_withdrawal,atm,debit,tier_1,9.3,,0,0,1,0.185,-1,403,1106,3.4,0
TXN90902071,T10731,1797.06,655.07,151,21,fuel,in_store,debit,tier_3,1.5,,0,0,1,0.235,-1,482,1101,4.0,0
TXN27462616,T10877,371.46,363.63,1044,19,pharmacy,in_store,credit,tier_3,1.0,,0,0,1,0.582,-1,324,1103,4.5,0
TXN82274750,T11354,107.0,218.31,780,20,home_improvement,in_store,debit,tier_3,17.3,,0,0,1,0.594,-1,423,1103,4.5,0
TXN04787485,T10098,200.0,704.45,176,16,cash_withdrawal,atm,credit,tier_1,3.9,,0,0,1,0.039,-1,127,1101,4.2,0
TXN23630263,T12180,1500.0,2996.32,544,8,restaurants,contactless,debit,tier_1,,,0,0,1,0.355,-1,70,1118,4.2,1
TXN69596513,T10391,7906.0,,78,12,restaurants,contactless,credit,tier_1,3.0,,0,0,1,0.193,-1,324,1113,3.4,0
TXN73092355,T10975,6814.96,6442.66,444,5,electronics,online,debit,tier_1,,0.824,0,0,1,0.3,33,335,1118,4.5,1
TXN99971256,T11651,164.97,268.05,1258,20,apparel,contactless,debit,tier_1,7.5,,0,1,1,0.05,-1,86,1111,3.1,1
TXN33218536,T11009,32.0,93.8,174,20,restaurants,in_store,debit,tier_1,1.9,,0,0,2,0.181,148,119,1111,3.4,1
TXN80405610,T10870,8000.0,13201.59,3161,20,travel,online,credit,tier_1,89.6,,0,0,1,0.315,68,214,1120,4.5,1
TXN47664750,T12087,149980.0,58590.94,146,7,utilities,in_store,debit,tier_3,17.8,,0,0,1,0.366,116,495,1108,3.4,1
TXN52350102,T11838,502.0,,252,16,gaming,online,debit,tier_1,51.9,0.719,0,0,1,0.748,-1,201,1118,4.5,0
TXN56890116,T11276,1526.1,2196.73,985,12,gaming,in_store,credit,tier_2,2.2,,0,1,1,0.365,-1,190,1104,3.4,0
TXN21802236,T10119,204.0,284.64,158,18,jewellery,in_store,debit,tier_1,,,0,0,1,0.183,97,48,1102,3.4,1
TXN30543078,T11563,3104.0,2246.17,752,14,utilities,online,debit,tier_2,82.7,0.507,0,0,2,0.329,28,338,1105,4.0,1
TXN07073396,T10775,3852.95,,45,13,jewellery,online,debit,tier_3,1.0,0.725,0,0,3,0.364,-1,32,1123,4.5,1
TXN52527758,T11620,28047.24,,16,14,utilities,online,credit,tier_2,,0.572,1,0,1,0.202,-1,401,1114,4.5,1
TXN76441522,T11052,1885.16,3025.26,263,22,gift_cards,online,credit,tier_1,1.8,0.873,0,0,1,0.289,-1,101,1116,4.0,0
TXN38824036,T12354,1153034.77,3281.57,423,17,jewellery,in_store,credit,tier_2,2.3,,0,0,1,0.064,-1,142,1123,4.5,0
TXN11375193,T10821,500.0,,43,18,cash_withdrawal,atm,debit,tier_3,,,0,0,2,0.469,154,424,1106,4.5,1
TXN17526974,T11637,901.0,852.3,3328,18,home_improvement,contactless,debit,tier_1,,,0,0,2,0.713,-1,33,1118,3.4,0
TXN58644902,T11495,24675.0,12426.7,115,17,grocery,online,credit,tier_3,1.8,0.923,0,0,2,0.393,1838,453,1118,4.2,1
TXN04055256,T10958,6101.31,10176.14,2482,20,grocery,contactless,debit,tier_1,2.7,,0,0,2,0.185,-1,453,1105,3.1,1
TXN35363096,T11344,883.0,,17,3,money_transfer,online,debit,tier_1,15.5,,0,0,1,0.402,-1,351,1115,4.0,1
TXN76189112,T11188,246.26,133.6,323,11,gaming,online,debit,tier_1,19.6,0.844,0,0,1,0.139,38,324,1109,4.2,1
TXN88329209,T12107,3547.84,1596.67,183,16,fuel,contactless,credit,tier_1,0.7,,0,0,1,0.133,568,370,1109,4.0,0
TXN10352924,T11297,500.0,,82,18,electronics,online,credit,tier_1,46.5,,0,0,3,0.476,189,400,1124,4.0,1
TXN52540714,T12229,13158.89,6943.09,157,10,home_improvement,online,debit,tier_1,2453.5,,1,0,2,0.042,128,74,1105,4.0,1
TXN39215897,T10044,6547.9,4742.32,1057,18,apparel,in_store,debit,tier_1,1.6,,0,1,3,0.571,81,142,1112,3.4,1
TXN87359470,T10181,4734.74,1584.72,712,20,grocery,contactless,debit,tier_2,1.5,,0,1,1,0.435,-1,411,1117,4.0,0
TXN40554201,T10328,2143.0,2032.71,706,20,fuel,in_store,credit,tier_3,6667.4,,1,0,1,0.157,93,422,1102,3.4,1
TXN09139107,T11670,496.37,486.98,469,11,money_transfer,online,debit,tier_2,9.1,0.803,0,0,1,0.502,298,299,1112,3.1,1
TXN79763303,T10471,2677.0,1123.04,580,18,electronics,in_store,credit,tier_1,1.1,,0,0,1,0.346,110,288,1101,4.0,0
TXN03444105,T11655,19.0,20.18,259,14,grocery,in_store,debit,tier_1,6.6,,0,0,1,0.228,-1,235,1103,3.4,0
TXN01116399,T11896,3720639.33,9093.84,564,11,restaurants,online,credit,tier_3,54.0,,0,0,3,0.13,-1,386,1101,3.4,0
TXN52413836,T10907,228.0,1033.02,1115,9,pharmacy,in_store,debit,tier_3,10.0,,0,1,3,0.307,74,426,1108,4.5,1
TXN74262840,T11707,32907.25,16400.46,249,10,travel,online,credit,tier_2,,0.99,0,0,1,0.299,-1,422,1110,3.4,1
TXN33630148,T10284,12181.0,,71,1,apparel,in_store,debit,tier_1,1.9,,0,1,1,0.633,-1,77,1109,4.2,1
TXN90455149,T12213,769.0,970.81,558,21,electronics,online,debit,tier_1,5352.9,0.896,1,0,1,0.289,-1,363,1102,4.2,1
TXN87734948,T11464,80855.0,,79,6,gaming,online,debit,tier_3,,0.485,1,0,2,0.15,-1,125,1118,4.0,1
TXN41182997,T10219,34602.76,11271.97,449,7,gift_cards,online,debit,tier_1,117.9,0.637,0,0,1,0.177,-1,295,1108,3.4,1
TXN14796571,T11860,1362.17,865.5,441,22,fuel,online,debit,tier_1,,0.725,0,0,2,0.429,-1,38,1106,4.5,1
TXN96239443,T11212,1777.0,,79,11,crypto_exchange,online,debit,tier_1,1909.1,0.89,1,0,1,0.248,-1,348,1117,3.4,1
TXN80656565,T11766,3498.0,,85,10,money_transfer,online,debit,tier_1,24.9,,0,0,3,0.395,113,153,1104,3.4,1
TXN63883978,T12222,1465.38,527.26,329,23,restaurants,contactless,debit,tier_2,7.3,,0,1,2,0.077,48,157,1121,3.4,0
TXN60709449,T10230,81.23,78.02,200,11,apparel,in_store,prepaid,tier_1,,,0,0,1,0.031,-1,54,1105,3.1,1
TXN43117564,T10563,21636.0,14180.89,150,20,restaurants,contactless,debit,tier_2,3754.7,,1,0,2,0.246,-1,77,1106,4.5,1
TXN75264197,T10609,817.72,1165.55,724,16,apparel,in_store,credit,tier_2,3.0,,0,0,1,0.324,-1,292,1105,4.2,0
TXN08314736,T11934,891.21,,83,13,pharmacy,in_store,credit,tier_3,2.5,,0,0,2,0.373,-1,427,1121,4.2,1
TXN88307069,T11336,17954.63,9271.9,196,13,travel,online,credit,tier_1,45.3,,0,0,4,0.276,-1,198,1124,3.1,1
TXN17642201,T10659,5200.0,8905.16,775,11,cash_withdrawal,atm,credit,tier_1,,,0,1,1,0.349,-1,389,1108,4.0,1
TXN65772261,T12397,1000.0,1076.8,674,14,utilities,online,credit,tier_1,39.6,0.407,0,0,2,0.616,-1,472,1110,4.2,1
TXN23035537,T12299,2013.07,636.45,218,7,apparel,online,debit,tier_2,4.6,,0,0,4,0.105,2000,251,1121,3.1,0
TXN80605999,T11217,76610.3,2204.24,2587,11,entertainment,contactless,debit,tier_2,2.4,,0,1,1,0.241,13,325,1111,3.4,1
TXN12260629,T11217,1046.0,1680.61,599,7,fuel,in_store,credit,tier_1,0.4,,0,0,1,0.389,58,426,1113,4.5,1
TXN79524919,T10168,500.0,296.83,171,23,gaming,in_store,credit,tier_2,,,0,1,1,0.249,790,107,1112,3.4,1
TXN75128052,T10316,554.15,,26,18,grocery,contactless,debit,tier_3,11.6,,0,0,1,0.143,-1,414,1120,3.1,0
TXN55241373,T11033,3461.0,4462.81,814,13,gaming,online,debit,tier_2,15.7,,0,0,2,0.207,-1,91,1119,3.1,1
TXN45265159,T10215,2168.22,1550.34,340,5,grocery,online,debit,tier_1,7.9,0.874,0,0,1,0.468,-1,444,1117,4.0,0
TXN09584202,T12399,4056.95,4044.3,98,18,money_transfer,in_store,debit,tier_1,1.2,,0,1,1,0.222,-1,110,1124,4.5,0
TXN95610983,T11564,4976.0,1139.94,138,6,money_transfer,in_store,debit,tier_1,4.0,,0,0,2,0.379,-1,269,1116,4.2,1
TXN47125593,T11403,1234.91,1093.52,176,12,entertainment,online,debit,tier_2,11.0,0.854,0,0,3,0.554,-1,197,1116,3.4,1
TXN09889835,T10478,2804.0,8652.94,242,14,money_transfer,online,debit,tier_3,,,0,0,1,0.565,-1,127,1106,4.5,0
TXN58884673,T12352,1161.9,1087.61,100,20,grocery,in_store,credit,tier_2,5.6,,0,0,2,0.234,-1,366,1124,4.5,0
TXN63994541,T10051,640763.09,,83,17,electronics,contactless,credit,tier_1,2112.6,,1,0,1,0.088,-1,384,1119,4.0,1
TXN32576093,T10049,1665.0,,58,7,apparel,contactless,debit,tier_1,3.2,,0,0,1,0.538,-1,32,1101,4.0,0
TXN53245930,T11393,1500.0,,127,2,pharmacy,in_store,debit,tier_1,1.2,,0,0,1,0.25,1063,247,1109,3.4,1
TXN83399154,T10097,6000.0,6891.1,197,19,cash_withdrawal,atm,credit,tier_1,3.2,,0,0,1,0.411,249,456,1114,4.0,0
TXN76142824,T11234,711.0,1638.53,175,5,restaurants,contactless,credit,tier_3,6.2,,0,0,1,0.14,62,154,1108,4.5,0
TXN73364500,T10018,60500.0,179.55,961,16,home_improvement,contactless,debit,tier_1,11.1,,0,0,1,0.492,-1,37,1119,3.1,0
TXN55477448,T10622,1112.0,1126.58,474,11,travel,online,credit,tier_2,20.0,0.755,0,0,2,0.603,-1,117,1110,4.2,0
TXN57980189,T12190,1000.0,4632.92,106,13,fuel,in_store,credit,tier_1,29.7,,0,0,2,0.225,7,61,1124,3.4,1
TXN31051201,T10206,1969.0,,74,7,entertainment,online,credit,tier_1,,0.793,0,0,1,0.374,-1,239,1123,3.4,1
TXN84064447,T10727,24800.0,26026.56,2214,16,cash_withdrawal,atm,debit,tier_2,2.7,,0,1,3,0.226,-1,391,1103,4.0,0
TXN11314212,T10776,400.0,1685.89,1227,23,cash_withdrawal,atm,prepaid,tier_2,,,0,0,1,0.157,-1,371,1104,4.0,1
TXN32699588,T10429,73.0,83.32,331,5,grocery,online,credit,tier_1,41.0,0.381,0,0,1,0.155,37,245,1105,3.4,1
TXN68175169,T11348,1000.0,4984.7,863,5,apparel,online,credit,tier_3,18.2,,0,0,1,0.219,-1,402,1119,3.1,1
TXN76388195,T10428,810.0,699.81,822,14,travel,online,debit,tier_1,,0.441,1,0,1,0.098,-1,186,1121,4.5,1
TXN72344391,T12345,13000.0,5275.06,585,21,fuel,in_store,prepaid,tier_2,3.3,,0,0,1,0.399,142,135,1111,4.5,1
TXN30602304,T11438,700.0,,63,23,cash_withdrawal,atm,credit,tier_3,1328.8,,1,0,1,0.261,-1,202,1105,3.1,1
TXN58836573,T10645,1408.47,2367.75,431,8,money_transfer,online,debit,tier_3,18.6,0.494,0,0,1,0.185,-1,336,1105,4.0,0
TXN64430383,T10986,1174.0,1373.85,322,12,utilities,online,debit,tier_2,20.6,,0,0,2,0.349,-1,377,1102,4.0,0
TXN20888994,T11333,500.0,888.44,3510,16,jewellery,contactless,debit,tier_3,4.8,,0,0,1,0.131,-1,369,1110,4.0,1
TXN13975324,T12078,1869.89,474.14,96,16,jewellery,in_store,debit,tier_1,,,0,0,2,0.257,-1,156,1103,4.2,1
TXN94128302,T11006,911.81,,270,11,restaurants,in_store,debit,tier_1,4.1,,0,0,1,0.543,19,313,1118,4.0,1
TXN32161670,T11683,6133.29,6044.77,2555,9,electronics,online,debit,tier_1,74.0,0.847,0,0,1,0.161,-1,8,1117,4.0,1
TXN93804231,T10871,14260.08,19849.49,1122,11,grocery,contactless,credit,tier_2,,,0,0,1,0.268,256,105,1121,3.4,1
TXN68341158,T11344,5797.0,6154.63,98,19,restaurants,in_store,debit,tier_1,,,0,0,1,0.171,-1,389,1111,4.2,0
TXN98278794,T12498,4746.0,6485.3,271,8,home_improvement,in_store,credit,tier_2,4.6,,0,1,1,0.021,-1,410,1104,4.5,0
TXN31069755,T12277,157.0,260.91,181,21,fuel,in_store,debit,tier_1,4.8,,0,0,4,0.317,259,113,1115,3.1,1
TXN47157937,T10883,156.38,302.82,3583,8,money_transfer,online,debit,tier_1,11.4,0.781,0,0,1,0.272,-1,308,1120,4.0,1
TXN83445824,T10680,735.47,745.19,165,18,money_transfer,online,prepaid,tier_2,33.7,,0,0,1,0.163,-1,388,1113,4.5,0
TXN52348952,T11272,11889.35,,58,13,fuel,in_store,debit,tier_2,,,0,0,1,0.203,-1,367,1118,4.2,0
TXN78377209,T11105,5241.77,2136.2,302,12,apparel,contactless,debit,tier_1,10.6,,0,0,1,0.274,-1,449,1113,4.5,0
TXN86847139,T11705,211818.0,73937.56,722,14,entertainment,online,credit,tier_1,57.2,,0,0,1,0.243,-1,76,1114,4.0,1
TXN05393285,T11340,381.0,,41,23,electronics,in_store,credit,tier_1,6.0,,0,0,2,0.135,-1,451,1120,4.5,1
TXN63755079,T12348,1693.03,2293.29,635,13,restaurants,in_store,debit,tier_2,7.1,,0,0,1,0.692,-1,14,1111,3.4,0
TXN16335955,T12113,143400.0,11534.77,3977,10,cash_withdrawal,atm,debit,tier_1,3.4,,0,0,4,0.394,79,495,1116,4.2,0
TXN85632214,T10355,475000.0,10922.0,93,15,cash_withdrawal,atm,credit,tier_3,4.5,,0,1,1,0.116,-1,104,1110,3.4,0
TXN39134491,T11548,500.0,556.72,103,22,electronics,in_store,credit,tier_2,3.5,,0,0,1,0.194,-1,392,1117,3.4,1
TXN97946963,T10557,34141.69,20130.44,317,17,restaurants,in_store,debit,tier_2,0.4,,0,0,3,0.142,211,10,1101,3.1,0
TXN97190150,T12108,2197.0,3521.1,430,21,gift_cards,online,credit,tier_3,16.6,0.596,0,0,6,0.18,-1,363,1108,4.0,1
TXN63956427,T10297,10517.0,,50,19,fuel,in_store,credit,tier_1,0.8,,0,0,2,0.24,-1,472,1106,3.4,0
TXN17562159,T12078,6500.0,5350.3,1770,9,apparel,contactless,credit,tier_2,5.0,,0,0,1,0.154,-1,375,1122,3.1,1
TXN56489918,T12036,354.77,499.69,202,9,grocery,contactless,debit,tier_2,4.0,,0,0,1,0.25,-1,235,1112,4.0,0
TXN91983021,T10162,1106.0,1609.1,107,0,travel,contactless,debit,tier_1,1.2,,0,0,1,0.104,-1,269,1111,4.2,0
TXN93980831,T10759,206.0,,1071,11,utilities,online,debit,tier_3,262.0,0.827,0,0,1,0.357,-1,362,1124,4.5,0
TXN42492766,T11145,1314.0,1154.42,492,15,gaming,online,debit,tier_1,6.9,0.479,0,0,1,0.125,-1,269,1118,3.4,1
TXN09650752,T10968,561.88,459.31,718,0,money_transfer,online,prepaid,tier_2,47.2,,0,0,1,0.124,-1,248,1118,4.2,1
TXN62453840,T11358,470.04,573.07,2930,16,gaming,online,credit,tier_1,11.4,0.588,0,0,2,0.267,-1,404,1112,4.0,0
TXN41388867,T11539,101959.76,,267,14,restaurants,contactless,credit,tier_2,10.0,,0,0,2,0.357,-1,394,1105,4.5,1
